year,agency,unit_id,fire_name,inc_num,alarm_date,cont_date,cause,report_ac,gis_acres,c_method,objective,unit,lat,lon
1933,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,404.5129,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1933,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1001.073,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1934,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,970.6717,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1934,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,2896.208,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1934,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,140.7341,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1934,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,385.5445,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1934,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,187.1107,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1934,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1730.629,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1934,USDA Forest Service,Sequoia National Forest,SOUTH FORK,0,1934-07-05 00:00:00,,9 - Miscellaneous,,2402.787,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1935,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,157.1754,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1935,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,365.6501,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1935,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1069.286,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1936,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1700.518,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1938,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,108.8837,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1939,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,281.1795,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1940,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,4012.082,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1940,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,322.9731,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1940,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,331.0177,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1940,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1860.929,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1941,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,2970.441,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1941,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,934.3269,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1942,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,763.6374,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1942,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,19833.33,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1942,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,26978.55,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1942,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,812.0768,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1942,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,7558.866,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1942,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,25219.27,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1942,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,23910.08,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1945,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1588.716,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1946,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1566.179,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1947,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,150.1517,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1947,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,140.056,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1947,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,880.2939,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1948,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,323.5072,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1949,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,107.4106,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1949,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1068.222,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1949,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,391.7441,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1949,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,587.0994,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1950,USDA Forest Service,Sequoia National Forest,KING GEORGE,0,1950-08-19 00:00:00,,9 - Miscellaneous,,787.9972,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1950,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,122.4959,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1950,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,3256.445,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1950,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,230.1501,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1950,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,202.3124,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1951,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1226.63,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1951,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,367.5681,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1952,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,105.4199,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1953,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1546.682,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1953,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,918.114,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1954,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,174.8585,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1954,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,772.3417,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1955,USDA Forest Service,Sequoia National Forest,MCGEE,0,1955-09-02 00:00:00,,9 - Miscellaneous,,18252.86,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1955,USDA Forest Service,Sequoia National Forest,UNKNOWN,0,,,14 - Unknown / Unidentified,368.34,368.3435,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1955,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,254.3094,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1956,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,166.8959,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1957,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,803.1235,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1957,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,216.2077,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1957,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,379.1653,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1957,USDA Forest Service,Sequoia National Forest,CHARLEY CREEK,0,1957-08-13 00:00:00,,9 - Miscellaneous,,1563.934,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1958,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,261.1529,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1958,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,185.557,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1959,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,9433.216,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1960,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,916.4576,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1960,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,132.9725,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1961,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,180.3191,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1961,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1336.177,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1961,USDA Forest Service,Sequoia National Forest,WHITE DEER,0,1961-08-20 00:00:00,,9 - Miscellaneous,,4967.39,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1962,USDA Forest Service,Sequoia National Forest,LEFEVER,0,1962-06-09 00:00:00,,9 - Miscellaneous,,700.7413,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1962,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,209.7771,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1962,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,823.2137,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1962,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,136.8431,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1964,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1184.143,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1964,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,743.9081,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1965,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,178.9477,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1966,USDA Forest Service,Sequoia National Forest,JOHN NOYER CANYON,0,1966-05-04 00:00:00,,9 - Miscellaneous,,788.8536,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1966,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,150.258,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1966,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,540.912,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1966,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,208.754,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1966,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,1570.638,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1967,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,335.6013,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1967,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,761.6874,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1968,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,758.628,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1969,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,576.5205,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1969,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1165.313,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1969,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,450.9791,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1969,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,213.4811,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1970,USDA Forest Service,Sequoia National Forest,POWERHOUSE,0,1970-05-31 00:00:00,1970-06-01,3 - Smoking,702.0,692.0278,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1970,USDA Forest Service,Sequoia National Forest,JAMES,0,1970-07-22 00:00:00,1970-07-24,2 - Equipment Use,1400.0,1511.945,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1970,USDA Forest Service,Sequoia National Forest,RED MOUNTAIN,0,1970-09-26 00:00:00,1970-10-03,3 - Smoking,25600.0,25492.35,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1970,USDA Forest Service,Sequoia National Forest,HUME,0,1970-06-24 00:00:00,1970-06-25,7 - Arson,175.0,179.2921,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1970,USDA Forest Service,Sequoia National Forest,PROJECT,0,1970-05-14 00:00:00,1970-05-17,2 - Equipment Use,435.0,326.5917,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1971,USDA Forest Service,Sequoia National Forest,UNKNOWN,0,1971-09-16 00:00:00,,14 - Unknown / Unidentified,153.57,379.4897,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1971,USDA Forest Service,Sequoia National Forest,BLOOMFIELD,0,1971-10-12 00:00:00,1971-11-12,3 - Smoking,1720.0,1701.365,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1971,USDA Forest Service,Sequoia National Forest,ROCKY,0,1971-07-10 00:00:00,1971-07-11,9 - Miscellaneous,525.0,360.0013,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1972,USDA Forest Service,Sequoia National Forest, ,0,1972-06-11 00:00:00,1972-06-14,4 - Campfire,272.0,262.4421,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1972,USDA Forest Service,Sequoia National Forest, ,0,1972-07-04 00:00:00,1972-07-05,3 - Smoking,112.0,104.0272,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1972,USDA Forest Service,Sequoia National Forest, ,0,1972-08-24 00:00:00,1972-08-26,7 - Arson,340.0,238.5803,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1972,USDA Forest Service,Sequoia National Forest,LONG,0,1972-06-28 00:00:00,1972-07-03,4 - Campfire,1200.0,1201.046,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1974,USDA Forest Service,Sequoia National Forest, ,0,1974-09-03 00:00:00,1974-09-04,9 - Miscellaneous,100.0,163.1868,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1974,USDA Forest Service,Sequoia National Forest, ,0,1974-05-25 00:00:00,1974-05-26,7 - Arson,430.0,361.7885,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1974,USDA Forest Service,Sequoia National Forest, ,0,,,1 - Lightning,,115.3898,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1974,USDA Forest Service,Sequoia National Forest,OWL PEAK,0,1974-09-07 00:00:00,1974-09-08,4 - Campfire,420.0,532.1109,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1974,USDA Forest Service,Sequoia National Forest, ,0,1974-09-22 00:00:00,1974-09-23,8 - Playing with fire,85.0,153.8216,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1974,USDA Forest Service,Sequoia National Forest, ,0,1974-07-17 00:00:00,1974-07-18,5 - Debris,900.0,828.2932,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1975,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,412.0695,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1975,USDA Forest Service,Sequoia National Forest,FLAT,0,1975-08-28 00:00:00,1975-09-05,4 - Campfire,16980.0,18736.81,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1975,USDA Forest Service,Sequoia National Forest, ,0,1975-09-05 00:00:00,1975-09-10,7 - Arson,350.0,338.984,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1975,USDA Forest Service,Sequoia National Forest, ,0,1975-06-09 00:00:00,1975-06-10,7 - Arson,510.0,449.6024,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1976,USDA Forest Service,Sequoia National Forest, ,0,1976-06-21 00:00:00,,9 - Miscellaneous,,302.1347,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1977,USDA Forest Service,Sequoia National Forest,BONITA,0,1977-08-01 00:00:00,1977-08-09,1 - Lightning,7586.0,7428.069,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1977,USDA Forest Service,Sequoia National Forest, ,0,,,9 - Miscellaneous,,1527.131,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1977,USDA Forest Service,Sequoia National Forest,BEAR TRAP,0,1977-08-14 00:00:00,1977-08-17,9 - Miscellaneous,3097.0,4044.707,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1978,USDA Forest Service,Sequoia National Forest, ,0,1978-06-13 00:00:00,,9 - Miscellaneous,,128.3356,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1979,USDA Forest Service,Sequoia National Forest, ,0,1979-09-16 00:00:00,1979-10-19,3 - Smoking,640.0,751.2274,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1979,USDA Forest Service,Sequoia National Forest,COW,0,1979-08-07 00:00:00,1979-08-09,8 - Playing with fire,1510.0,1545.236,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1979,USDA Forest Service,Sequoia National Forest, ,0,1979-07-19 00:00:00,1979-07-21,1 - Lightning,400.0,329.704,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1979,USDA Forest Service,Sequoia National Forest, ,0,1979-07-29 00:00:00,1979-07-31,3 - Smoking,1430.0,1283.313,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1980,USDA Forest Service,Sequoia National Forest,CLOVER,0,1980-07-05 00:00:00,1980-07-09,4 - Campfire,5030.0,4997.922,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1980,USDA Forest Service,Sequoia National Forest, ,0,1980-07-27 00:00:00,1980-07-28,1 - Lightning,952.0,676.2942,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1980,USDA Forest Service,Sequoia National Forest,LEWIS CREEK,0,1980-08-01 00:00:00,1980-08-02,2 - Equipment Use,1450.0,1923.481,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1980,USDA Forest Service,Sequoia National Forest,CALDWELL,0,1980-06-21 00:00:00,1980-06-22,9 - Miscellaneous,108.0,109.6461,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1980,USDA Forest Service,Sequoia National Forest, ,0,1980-07-04 00:00:00,1980-07-06,10 - Vehicle,709.0,519.0154,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1980,USDA Forest Service,Sequoia National Forest, ,0,1980-07-27 00:00:00,1980-07-31,1 - Lightning,700.0,589.4527,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1981,USDA Forest Service,Sequoia National Forest, ,0,1981-08-25 00:00:00,1981-08-27,7 - Arson,200.0,269.8545,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1981,USDA Forest Service,Sequoia National Forest,NELLIE DENT,0,1981-07-15 00:00:00,1981-07-17,4 - Campfire,1441.0,1318.211,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1981,USDA Forest Service,Sequoia National Forest,FLAT,0,1981-08-27 00:00:00,1981-08-30,8 - Playing with fire,1500.0,1729.912,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1981,USDA Forest Service,Sequoia National Forest,DAVIS,0,1981-08-03 00:00:00,1981-08-05,7 - Arson,1450.0,1376.203,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1982,USDA Forest Service,Sequoia National Forest,COW,0,1982-08-02 00:00:00,1982-08-04,7 - Arson,1004.0,1472.626,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1982,USDA Forest Service,Sequoia National Forest, ,0,1982-08-19 00:00:00,1982-08-22,1 - Lightning,170.0,210.6904,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1982,USDA Forest Service,Sequoia National Forest, ,0,1982-05-31 00:00:00,1982-05-31,9 - Miscellaneous,900.0,1094.163,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1982,USDA Forest Service,Sequoia National Forest,USFS #20 CHIMNEY,0,1982-08-18 00:00:00,1982-08-19,7 - Arson,1000.0,594.4767,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1983,USDA Forest Service,Sequoia National Forest, ,0,1983-07-05 00:00:00,1983-07-05,2 - Equipment Use,250.0,263.3683,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1983,USDA Forest Service,Sequoia National Forest, ,0,1983-05-28 00:00:00,1983-05-29,9 - Miscellaneous,95.0,105.2564,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1984,USDA Forest Service,Sequoia National Forest, ,0,1984-05-08 00:00:00,,9 - Miscellaneous,,945.1257,,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1984,USDA Forest Service,Sequoia National Forest, ,0,1984-05-23 00:00:00,1984-05-24,5 - Debris,232.0,269.0531,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1984,USDA Forest Service,Sequoia National Forest, ,0,1984-09-17 00:00:00,1984-09-18,1 - Lightning,300.0,316.9916,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1984,USDA Forest Service,Sequoia National Forest,BODFISH,0,1984-07-07 00:00:00,1984-07-14,5 - Debris,,26709.0,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1984,USDA Forest Service,Sequoia National Forest, ,0,1984-05-08 00:00:00,1984-05-10,9 - Miscellaneous,766.0,937.4892,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1984,USDA Forest Service,Sequoia National Forest, ,0,1984-07-13 00:00:00,1984-07-15,7 - Arson,90.0,152.1827,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1984,USDA Forest Service,Sequoia National Forest, ,0,1984-05-29 00:00:00,1984-05-31,1 - Lightning,448.0,482.2314,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1984,USDA Forest Service,Sequoia National Forest, ,0,1984-04-18 00:00:00,1984-04-19,9 - Miscellaneous,175.0,102.854,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1984,USDA Forest Service,Sequoia National Forest, ,0,1984-07-05 00:00:00,1984-07-08,1 - Lightning,750.0,901.4743,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1985,USDA Forest Service,Sequoia National Forest,SIERRA,0,1985-07-13 00:00:00,1985-07-14,2 - Equipment Use,50.0,101.1238,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1985,USDA Forest Service,Sequoia National Forest,RICH BAR,0,1985-06-28 00:00:00,1985-06-30,2 - Equipment Use,9233.0,8263.926,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1985,USDA Forest Service,Sequoia National Forest,WISHON,0,1985-08-20 00:00:00,1985-08-21,7 - Arson,140.0,158.2911,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1985,USDA Forest Service,Sequoia National Forest,MILL,0,1985-07-06 00:00:00,1985-07-06,8 - Playing with fire,110.0,126.0811,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1985,USDA Forest Service,Sequoia National Forest,PECHACHO,0,1985-08-17 00:00:00,1985-08-17,9 - Miscellaneous,295.0,140.8125,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1985,USDA Forest Service,Sequoia National Forest,ADELAIDE,0,1985-05-03 00:00:00,1985-05-04,7 - Arson,1406.0,1142.09,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1985,USDA Forest Service,Sequoia National Forest,OAT,0,1985-07-12 00:00:00,1985-07-19,8 - Playing with fire,1259.0,1089.462,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1986,USDA Forest Service,Sequoia National Forest, ,0,1986-07-11 00:00:00,1986-07-11,9 - Miscellaneous,540.0,729.2333,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1986,USDA Forest Service,Sequoia National Forest, ,0,1986-07-11 00:00:00,1986-07-11,2 - Equipment Use,150.0,107.5829,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1987,USDA Forest Service,Sequoia National Forest, ,0,1987-08-31 00:00:00,1987-09-02,1 - Lightning,212.0,196.6831,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1987,USDA Forest Service,Sequoia National Forest, ,0,1987-09-01 00:00:00,1987-09-02,1 - Lightning,120.0,109.2837,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1987,USDA Forest Service,Sequoia National Forest, ,0,1987-08-30 00:00:00,1987-08-30,1 - Lightning,640.0,592.0664,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
1987,USDA Forest Service,Sequoia National Forest,FAY,0,1987-08-30 00:00:00,1987-09-05,1 - Lightning,13260.0,12153.3,8 - Unknown,Suppression (Wildfire),Sequoia National Forest,36.032162,-119.078781
